path,label,hash
data\train\REAL\0155.jpg,0,95adcb219ae252fd10cea3d74857b5b3
data\train\FAKE\1407 (3).jpg,1,03262afbb73590667b4cf5342c1d3177
data\train\REAL\4428 (3).jpg,0,3d4da772e72c2ebea2f16cd71ccef2a4
data\train\FAKE\5270 (5).jpg,1,283577e0542da0f996518ce6577cbdf7
data\train\REAL\2425 (6).jpg,0,6a1838557658d36091e38e263d65bf64
data\train\REAL\1820 (7).jpg,0,46ac13c58793fd5ed3809ed11287e2e7
data\train\FAKE\2486 (6).jpg,1,dfb5760a8b435adb24eb3d853058af72
data\train\FAKE\3524 (6).jpg,1,b89badc5e4d5375c4b3dae4df2d59d1c
data\train\FAKE\1758 (6).jpg,1,b51311015fbf6a61ee2c0c31a169e96b
data\train\FAKE\2367 (9).jpg,1,cedc5d7ebc185d568cc6a6ee0e239547
data\train\REAL\0450 (6).jpg,0,3acbcfe340315832b5ffc256b33d6a26
data\train\REAL\1500 (6).jpg,0,5fab0f79e3def2a6cee80aaa2f251c84
data\train\REAL\0907.jpg,0,d41cc1f3f8a353fb9ebd65fd80c8d360
data\train\FAKE\4322 (7).jpg,1,a362d8f4515e699807201675bbf4bf25
data\train\REAL\2248.jpg,0,2e9ad8afc0a948ac43c0da1c77fc57d1
data\train\FAKE\1252.jpg,1,e336627180c010d6c08df4652549ec51
data\train\REAL\2635 (5).jpg,0,24e70c4a75fd49cbb41bc22c9d6a3915
data\train\FAKE\2519 (10).jpg,1,6b981122a68845587a9c8b39f0f88cee
data\train\FAKE\1035 (3).jpg,1,8b6b7073a7f78e8137b70f4ae5b5530a
data\train\REAL\2708 (9).jpg,0,34f6119cce8b34724f13120874ab6b9c
data\train\REAL\1279 (9).jpg,0,d214e8b415f1a7938192c842acfddfc1
data\train\REAL\2053 (10).jpg,0,9be2b9070bfd17ed78b130daefb3723b
data\train\REAL\4717 (3).jpg,0,6862ae14e29cb1a328733a1d192bc510
data\train\FAKE\2842.jpg,1,e287915a738c10bacd1404965762e47c
data\train\REAL\0013 (9).jpg,0,f6d8854e04f6c2441cc0f1384c67d7bd
data\train\FAKE\3745.jpg,1,e9bbd3e320dad696b22eda8d10c19fe8
data\train\REAL\1170 (8).jpg,0,abc794d428b0d28e649ce1996472a9b6
data\train\FAKE\2597 (2).jpg,1,0acde81abfc6233f759b06964544be4e
data\train\REAL\0596 (5).jpg,0,d301219223fa9e9e9665e7f64b728583
data\train\REAL\0702 (5).jpg,0,da6b05b9dc4e6469b1814bc7f1f06221
data\train\REAL\4305 (6).jpg,0,c71ea917a3771c924076e170a03641b4
data\train\FAKE\1768 (5).jpg,1,13cf77aba05939cb69fdb34765e14c91
data\train\REAL\3263 (10).jpg,0,a1d491266d9e9c156472c58e2d5776c2
data\train\REAL\2406 (8).jpg,0,c97bd2046fad5c839185bbfd9247f6c3
data\train\REAL\2766.jpg,0,13da32b9a18131b505192be7617ac450
data\train\REAL\0222 (10).jpg,0,72b67d5ccc1ed0e5f1b3a35c4cd30546
data\train\REAL\1022 (4).jpg,0,f6a89eb0b02250931c0dce347d0852ba
data\train\REAL\0227 (6).jpg,0,0ea60aac9aeec3dc7a01577babb875e9
data\train\REAL\0638 (8).jpg,0,445d60452e09e6a57b3b18a65f77029c
data\train\FAKE\4776 (6).jpg,1,9ee64f34ada07dfd5564c8d82993f9fa
data\train\REAL\2860 (3).jpg,0,fe0f0195f010fd41c0fbf5540cbd6446
data\train\FAKE\5297 (2).jpg,1,ed65bb5ff3e286e66b6145fa3ea455b3
data\train\REAL\0060 (9).jpg,0,dcb0b365dfa9f2878682b0263b3130a0
data\train\FAKE\1070 (6).jpg,1,c7f6214515fe816888cd0d2d5efb68ac
data\train\FAKE\2047 (9).jpg,1,9f239356db7f2b679f4e3eeacbab1736
data\train\FAKE\3787 (6).jpg,1,7caf47520977873930ffa38889b5fa5d
data\train\REAL\3242 (10).jpg,0,16f9d2202780bdcdba7d4d79fd8f5214
data\train\REAL\4703 (6).jpg,0,0a1fb2a962a28482c0d76d91b4da2400
data\train\REAL\3234 (3).jpg,0,5e027cdb710d2685b89b486e91763ad7
data\train\FAKE\2036 (4).jpg,1,61f02cff7c85a436dd76ba0730bcbef1
data\train\REAL\4681 (6).jpg,0,d3b59a7a4ded21c8fdafdf3bc364c24c
data\train\FAKE\4746 (3).jpg,1,e923fee4719c3cf0403426aaf847f0fb
data\train\REAL\3848 (4).jpg,0,d0c2f459a87e087b2ab449a8a0e0cea6
data\train\FAKE\4010 (7).jpg,1,88ab6b5ecd2d0404bc7b94c927e2aec1
data\train\FAKE\3216 (3).jpg,1,2d7e1d81a9ccaa5d0e63d5d78003ae2c
data\train\FAKE\4508 (6).jpg,1,6251807cf4359e6cc2bb968650ba332e
data\train\FAKE\1906 (5).jpg,1,8f0f6d56b59f16a2e6293544d206f4a1
data\train\REAL\2193 (2).jpg,0,b561878600f63516f6a13978cb6690e7
data\train\REAL\2941 (3).jpg,0,8a2e2fd4d83dff474294cca49f312548
data\train\REAL\3990 (10).jpg,0,5139c4b6496db9377177206995ec5e55
data\train\REAL\1341 (7).jpg,0,85d02928840eca79be1ae8f3170033a7
data\train\FAKE\1470 (4).jpg,1,c7c013bc0488a3d49da276cf1ee6652e
data\train\REAL\2498 (6).jpg,0,0d842ae75eb739925e486ec2080f7324
data\train\REAL\1817 (2).jpg,0,cc99e3fca84c7db35d49f68c2488039f
data\train\FAKE\1079 (6).jpg,1,bc749168d6d1b7bdd7c917596ca00ecf
data\train\FAKE\3670 (6).jpg,1,bc749168d6d1b7bdd7c917596ca00ecf
data\train\FAKE\2560 (2).jpg,1,7394efda8a413d4ceae764040c0416fb
data\train\FAKE\3179 (6).jpg,1,49e46da81295cd6b8ecdf76ad1fffde1
data\train\REAL\3424 (7).jpg,0,f36a8c9e86e7d8c0bc50bb68cfee7381
data\train\FAKE\5667 (6).jpg,1,02782ec57f4b2a6ebf40beeb78d78b7f
data\train\FAKE\1600 (5).jpg,1,3af749c788d6e85532907d1fc38d7951
data\train\REAL\4643 (7).jpg,0,ead3f66af6656e9cb5de7c7e16e80109
data\train\FAKE\5337 (7).jpg,1,b34558e0af1f97c6b973d60edd885551
data\train\REAL\4296 (4).jpg,0,af530efc3e2094316750079cd291df70
data\train\FAKE\3071 (10).jpg,1,723dc761510c716379b66f7101cf655c
data\train\REAL\0884 (4).jpg,0,e3ad2874aa1f6989c22b945ac98c60bb
data\train\REAL\4269 (2).jpg,0,f292cdfafff96c31e715de6f51ea6384
data\train\FAKE\2205 (9).jpg,1,5456f19b32c7bcbd92ac25812652251e
data\train\FAKE\3552 (10).jpg,1,df24d9538fc15701158029c1574d3d77
data\train\REAL\2608 (7).jpg,0,f05f72a5329e67152ba9ce190c157df3
data\train\REAL\0175 (2).jpg,0,50b827578539554e47e7752404d8bdea
data\train\FAKE\1182 (2).jpg,1,cffa836835aa7211b2a7cce6c6effbdf
data\train\FAKE\5536 (6).jpg,1,84592a18e16685769c0208db612ae5d2
data\train\REAL\4604 (9).jpg,0,5e4712cb9b21e61d6d812b0040a77d1a
data\train\REAL\1185 (7).jpg,0,a97be366d1dbe8893f27cc7d1a6047d9
data\train\FAKE\1909 (3).jpg,1,4b4cfddd96801ac5b1a06cd70d096cb8
data\train\FAKE\5639 (5).jpg,1,0506ddcacacc5f870490ce289be3f567
data\train\REAL\2402 (7).jpg,0,b6c6abf60c866339c4bd590f98982ce7
data\train\FAKE\2094 (4).jpg,1,077c4912f95254c07e1f00f11341277b
data\train\FAKE\3555 (9).jpg,1,f709cb3af788959e6e355558d8619b97
data\train\FAKE\2083 (5).jpg,1,0b33c12a1c7b0a1c716a56cf455e7ce8
data\train\REAL\0913 (2).jpg,0,ae309d24478216ecb0e8c6413cdc9ada
data\train\REAL\4524 (5).jpg,0,525a2b97c77c57c80980b89fc656b677
data\train\REAL\4388 (2).jpg,0,344d9722034986a581ce0d460d6c3bf3
data\train\REAL\3283 (3).jpg,0,acd7e62deaa71c62aedc739a3a71d2ec
data\train\FAKE\1483 (3).jpg,1,90060d86f721af2fb56822b2fc2bc5f9
data\train\FAKE\2794 (2).jpg,1,1adc75fc2e54a80bb8e099ff9ecf6695
data\train\REAL\4625 (10).jpg,0,2d552967f1c74ec9cc435a4b8e62a342
data\train\REAL\3913 (7).jpg,0,bbcece0f16d89574334339cd26e26a61
data\train\FAKE\4045 (10).jpg,1,928bd2a9077e536fdbb3d87dfe1ffd76
data\train\FAKE\2841 (4).jpg,1,c1370a425dc10711c77060990ffd9edb
data\train\FAKE\3402 (4).jpg,1,a521ebd2a0eee8aac2c38ceacc5ebef9
data\train\REAL\4078 (4).jpg,0,0fd8d9d29012456b4532361b9abfb9bc
data\train\REAL\3614 (3).jpg,0,a1238d6888f22d81db6fb26f538d2508
data\train\REAL\1791 (7).jpg,0,a29eca3bf5f4c0c0ebb457a8dd2f05be
data\train\REAL\0846 (4).jpg,0,e97b2930e079e957627d2112ead11348
data\train\FAKE\3821 (5).jpg,1,906f4052f4858f76a2ef49b35941e242
data\train\FAKE\4433 (5).jpg,1,70f9f8ed7ec4ab9f36df484c910ec6c7
data\train\FAKE\4943 (10).jpg,1,2a786b8bc3745af666a7419297684595
data\train\REAL\2137 (4).jpg,0,d3a865aa2dea4fb0903334837b32d3a7
data\train\REAL\2948 (10).jpg,0,28bedb764465f29bb178971c8672e24d
data\train\REAL\3167 (7).jpg,0,ab7a67ee45278712396f3d8e58a1f8af
data\train\FAKE\2060 (3).jpg,1,dc1a8c655cd0f3c1fa0212e79fd46f38
data\train\FAKE\2020.jpg,1,90515024eecf923a3bc0fae915b6d50d
data\train\FAKE\4321 (4).jpg,1,08846bee0e520423426bd769446dd1bb
data\train\REAL\4257 (2).jpg,0,2b4428ae4336e688ae46a4562d10a1a7
data\train\FAKE\3861 (8).jpg,1,9c4dbcb193c092825b706b31cef8f550
data\train\FAKE\5277 (5).jpg,1,9a58325d36791335ffbc03b81c945fc1
data\train\FAKE\2310 (2).jpg,1,2683020a9b88694c7b13983f7a928fca
data\train\FAKE\4139 (10).jpg,1,0264d73901b7e50b58dbf98ea5fcd32b
data\train\REAL\1962.jpg,0,cd76ca5efa33d2226f1689bc0baafb0f
data\train\FAKE\2688 (6).jpg,1,c71a49c3c2b36136c38206f138843ffb
data\train\FAKE\3422 (4).jpg,1,a8a86835f19c34f9a968d37de1f9bdda
data\train\REAL\2622 (7).jpg,0,08bf452dd9e99744c5af5b65383d0dbf
data\train\FAKE\5156 (5).jpg,1,722baf541bfaf6341a0b1f8dd79589ea
data\train\REAL\4820 (9).jpg,0,7cf62314fd9e83665bc332bdb88c3eb5
data\train\REAL\1131 (4).jpg,0,b588b5fbd9e9eae4527ac5c62b5b4275
data\train\FAKE\4724 (3).jpg,1,b176ca1b57877eb9ec6d4ebfdbb24270
data\train\FAKE\3544 (7).jpg,1,1db785f6f66496a040eaf6a6be949bbf
data\train\FAKE\5456 (8).jpg,1,d29778b5a026dab9d33912eee986e8e9
data\train\REAL\0711 (9).jpg,0,e876b2236c24d919baa926bea7613fc3
data\train\FAKE\1822 (5).jpg,1,bed64747a7c450d6d18029af5797be03
data\train\FAKE\5892 (10).jpg,1,b3edc01595f4ce0b9d6fe9745fecf79e
data\train\FAKE\3417 (8).jpg,1,ff3db14577169757e1e8cea4408f5f26
data\train\FAKE\2913 (7).jpg,1,007adeeceb4db561f1a16fda190b12ea
data\train\FAKE\2940 (7).jpg,1,007adeeceb4db561f1a16fda190b12ea
data\train\REAL\3709 (10).jpg,0,6426933c3a6dcda70b037b538405932b
data\train\REAL\0096 (2).jpg,0,aa9c45b54fd4f2d5c6f1880963586baa
data\train\REAL\4945 (8).jpg,0,5b601c0ac69bfd955cecb0df0d8f9e4e
data\train\REAL\4403 (7).jpg,0,9fd4eb971b8fd39771424147f0866c7f
data\train\FAKE\2962 (2).jpg,1,ee0f8a2134b1cadc7367d2687a3f2a37
data\train\FAKE\5924 (6).jpg,1,65c918703c7c2fa83c2bde95086c1f22
data\train\REAL\4061 (6).jpg,0,63efe7fc96165d4ea2d17eab1a1b7b16
data\train\REAL\0399 (7).jpg,0,c0d0670a5d7adf52055d2056c8c483e1
data\train\FAKE\4743 (9).jpg,1,2d445091acb905803c0f2307af00c023
data\train\REAL\2107 (8).jpg,0,49f8e1c5e8093b299a7053447ac1e9c6
data\train\FAKE\2139 (9).jpg,1,2bef26f21827c5a4c2a7ae5f8d45f07b
data\train\REAL\4070 (10).jpg,0,d8cb269ffdfa76147d61e989c9cfb787
data\train\FAKE\2724 (3).jpg,1,24d922eed9c66a4016985af098092370
data\train\FAKE\3171 (6).jpg,1,9e18abefb0d39db9fe41023db5624438
data\train\FAKE\5181 (6).jpg,1,9e18abefb0d39db9fe41023db5624438
data\train\REAL\4186 (9).jpg,0,c65a6bf5179b1f9f089b73e90251efda
data\train\FAKE\1363.jpg,1,d2ee7d6af01a697a3562090cfd50e0bb
data\train\FAKE\4188 (5).jpg,1,3b6f9a3e53576f8162c34fdaa5a2b4dc
data\train\FAKE\3346.jpg,1,874a093de2c69fffe5dd091e3c44461c
data\train\FAKE\2980 (8).jpg,1,b8b7ca2a2cfa957d6c697f4ab8512797
data\train\REAL\3473 (4).jpg,0,d37d3e2410ee94379b050c4763c19ca4
data\train\REAL\4417 (5).jpg,0,8b740200cc6b55941ab87746a4aa364b
data\train\REAL\3913 (9).jpg,0,103a3a5c5268ecdaf750538c1c908db9
data\train\REAL\2314 (10).jpg,0,969c5e9f5e440a0262a0c9dd98055c84
data\train\REAL\1545 (9).jpg,0,0b0dc1aa5ead4e5a775cfd6c01447a00
data\train\FAKE\5370 (2).jpg,1,e22f40bbe8d0be969bc41a283ff9bcb6
data\train\FAKE\5380 (4).jpg,1,5a32c1d91e11ae235b76c4241bd24323
data\train\REAL\0070.jpg,0,3dc4aeda64884e7f65ad382bd91f2e8b
data\train\FAKE\1583 (4).jpg,1,3631db29ded1ed233aceb08656b4b0e1
data\train\FAKE\2719 (5).jpg,1,14a0db758c62264158f2330bae6df9b4
data\train\REAL\0711 (5).jpg,0,165503965b20dbb1ad687b06d57d40b8
data\train\FAKE\1115 (3).jpg,1,7fd265917d9243194b306648aba3a681
data\train\FAKE\4497 (3).jpg,1,7fd265917d9243194b306648aba3a681
data\train\FAKE\3819 (9).jpg,1,7f7ed753070367566195a58d8fb859a2
data\train\FAKE\4639 (5).jpg,1,e8d26523bb3a68d1fd477980d5484370
data\train\FAKE\2163 (4).jpg,1,45e11093c36ed0ddd312b3008513feff
data\train\REAL\0814.jpg,0,5a95a5048611e0bc43fcec5a388140d3
data\train\FAKE\3926 (8).jpg,1,d2652479a8d8f58123f716ee024385f5
data\train\REAL\2676 (9).jpg,0,e35207238365189bc800201454b2be5f
data\train\REAL\2360 (4).jpg,0,e9febd72cd09966f599c53180e5fa396
data\train\FAKE\4734 (3).jpg,1,b46352d0a3fa374d5db31bcde55d7c14
data\train\REAL\0551 (2).jpg,0,4305445b064e4a5250124dcf6c610919
data\train\REAL\1035 (5).jpg,0,f7665331d93cdaecc7fd2fe4ec14e0ef
data\train\REAL\4153 (2).jpg,0,10e3e7818777cff52c4d11a7396eb16d
data\train\REAL\0127 (9).jpg,0,223bdc1acb81c40613ab1c7e01059a62
data\train\FAKE\4755 (2).jpg,1,b5af5d8f40976ff59a74db6cd9479de3
data\train\FAKE\4501 (2).jpg,1,4fda279280570037367219acb0d86e42
data\train\REAL\1839.jpg,0,9a388fe971cf93948f489597cf8a93c6
data\train\FAKE\2895 (10).jpg,1,0ec34031512c0bd254fee49624162260
data\train\REAL\3221 (10).jpg,0,8dc4fe73d136267de39948c893005174
data\train\REAL\3849 (10).jpg,0,86b4dbbc6f62e0aa7febc630b38ba0d0
data\train\FAKE\3902.jpg,1,a9ee5a6e228bb8e0ed08eb39604b76e4
data\train\REAL\1894.jpg,0,2875752e7b01b06b460add9c4c4d445d
data\train\FAKE\3694 (9).jpg,1,71bf3b9b1401ffcc641e2ffb75a1ec8c
data\train\REAL\2670 (9).jpg,0,9691717e9a3278557b65c21d48bc4a96
data\train\FAKE\2619 (9).jpg,1,49e14eb82e8b2e65635627315474cff8
data\train\FAKE\4711 (5).jpg,1,cabcc5ae97eba8bdcf6e4086453c8785
data\train\REAL\2360 (5).jpg,0,14c902dd3aabb0a76d1ca22cb5e487f7
data\train\REAL\0545.jpg,0,f44aadd19a3ff92e548ed50c0da3780c
data\train\REAL\0005 (10).jpg,0,a9db519543f3dab16a80839291726f45
data\train\REAL\0478.jpg,0,1c1f8201051ff49dd02714ce5e315173
data\train\REAL\2921 (7).jpg,0,d511dd6d6787172b6e42de2949969e2b
data\train\REAL\0882 (8).jpg,0,b7819056c9ec64324a195572df9f31c5
data\train\REAL\2432 (5).jpg,0,68b1620123f2bb92e606d2414a2c3eb6
data\train\FAKE\1763 (10).jpg,1,64919b079972545427de66d93d450bb7
data\train\REAL\1713 (9).jpg,0,0ffc5125362a3a756b5af005caf4ee10
data\train\FAKE\2844 (10).jpg,1,c519f0d1e52698b4dc2cc76af2dc0725
data\train\FAKE\5531.jpg,1,5f080d45bf515a002227d6b7bad553a6
data\train\FAKE\4149 (6).jpg,1,4c8d8d9bf157513f0931ad1a5bcd3772
data\train\REAL\0230 (4).jpg,0,04f36dd25b06e64e9e77c8daef56fd37
data\train\FAKE\2911.jpg,1,71162b13bdfd32828340d2a9ca0bfd56
data\train\FAKE\5791 (6).jpg,1,b0a6fa568e6b772f18a689c5c6bfd50e
data\train\FAKE\1073 (2).jpg,1,b96f784949b79c342f7fdc07b83d39fc
data\train\FAKE\3873 (5).jpg,1,980020446f57b0faa43fbc1d07f492b5
data\train\REAL\0978 (4).jpg,0,ca8d61c366ad021ca6b433fe10452c59
data\train\REAL\1913 (2).jpg,0,311145507defe07b698e77236b14a2d4
data\train\FAKE\2053.jpg,1,a808996e02c5b866742eae6db9a1cac6
data\train\FAKE\4778 (6).jpg,1,3045a3f895e1683a1b2238fab2aa05da
data\train\FAKE\4269 (9).jpg,1,fa82c2d345334b120ec9af5804d1074a
data\train\FAKE\5770 (7).jpg,1,83ba83f5307a3bc9b2030ba010d3a62d
data\train\REAL\4500 (8).jpg,0,45ca61ed4a721005720d757abab288ca
data\train\FAKE\1714 (3).jpg,1,98700e97996571110c3b29b19e183283
data\train\FAKE\1812 (3).jpg,1,98700e97996571110c3b29b19e183283
data\train\FAKE\4610 (4).jpg,1,28a1f267b4423c0de17b4756c6f18ea8
data\train\FAKE\3878 (4).jpg,1,619b844368cf114790b990d331f66f8d
data\train\REAL\2177 (9).jpg,0,45d71fe27e23fd67b0ca22bb38927ea9
data\train\FAKE\3628 (10).jpg,1,f34a82551c7d9ef61af16cb3a7836e47
data\train\FAKE\1075 (2).jpg,1,a4d758d106de04c7d4200e60c457cafe
data\train\REAL\2600 (4).jpg,0,b2e2b0355223b41871142588dc7e6188
data\train\REAL\2632 (5).jpg,0,5521eb149ec4e059d95416dbc63c9c0f
data\train\FAKE\5571.jpg,1,a4228fddb7ed5c794f6f8118f3f4cbe3
data\train\FAKE\1026 (8).jpg,1,9dd1ba46ce838f9a7194907f3263f894
data\train\FAKE\3467 (9).jpg,1,d5ce8c426d761bda7a6ff63003090a8b
data\train\REAL\2137 (3).jpg,0,fc7b76b4636a82446e305ef1034ed8ce
data\train\REAL\1660 (10).jpg,0,c956cd39d19dccdba6c1e24cbf264c4c
data\train\REAL\3122 (7).jpg,0,6861a1645444f42f38903970df896298
data\train\REAL\2794 (5).jpg,0,67886e80c6132850265b25adc8e67b78
data\train\REAL\3901 (2).jpg,0,2faccb55838fa48044d4d7c4264a9e55
data\train\REAL\1548 (8).jpg,0,c32bc33801365200e00d81d361720bbc
data\train\FAKE\2762 (7).jpg,1,23f47a85f6426837b78bffb3cce837fa
data\train\REAL\1060 (6).jpg,0,ee194d831ea09a3c65ee9c726361be26
data\train\REAL\4332 (9).jpg,0,f12a12a483de61faea9248b4113ec5aa
data\train\REAL\0788 (10).jpg,0,7e08bd7d32e9a15b9a2634139014b762
data\train\FAKE\1002 (6).jpg,1,e718cedd2293edb69002266235ee79fa
data\train\FAKE\2026 (6).jpg,1,e718cedd2293edb69002266235ee79fa
data\train\FAKE\5448 (10).jpg,1,1db3b6d58bb822efa308fb30e0ec928f
data\train\FAKE\3431 (10).jpg,1,6fb01fe9c9e8faf9b60861948b0c0a03
data\train\FAKE\5520 (10).jpg,1,f22a11f25e7359b28ee377bede49c53c
data\train\REAL\3483 (7).jpg,0,535c19403093a1cf95bac64306dc541f
data\train\FAKE\1382 (8).jpg,1,d3965a009100e50402eacac69aa57bb8
data\train\REAL\2873.jpg,0,25b6e6e54db7f4e785cc43d95f8d0a33
data\train\FAKE\4068.jpg,1,55de9236d990e1244544e3448b081676
data\train\REAL\1207 (9).jpg,0,c1e63ef21c1f50a1c5c67718c55381cb
data\train\FAKE\3387.jpg,1,1f304105102b94d67d314a3eae18f883
data\train\FAKE\1790.jpg,1,d98c8c9f2a47eea46482e3e2b83b7038
data\train\REAL\1417 (2).jpg,0,415aae2f620572696d9c0e720acd33b8
data\train\REAL\4355 (6).jpg,0,15295693047f150a744dc00f4cad4db8
data\train\FAKE\5553 (3).jpg,1,260e55c389447c3be3e4087f7197b8ad
data\train\REAL\1439 (9).jpg,0,4b6ea77f0e0c5cb6d19874f0b342956f
data\train\FAKE\1930 (5).jpg,1,cf7fc200d9868593cb48d09fe3163242
data\train\FAKE\4448 (10).jpg,1,425ad3e01fc0d4e05b8e94ce1186f73a
data\train\FAKE\4718 (6).jpg,1,c124ac9f24ec9069cd9d3b6bfba7b044
data\train\FAKE\2727 (5).jpg,1,bdad8a3a33e608f1898cbec5b37c1187
data\train\REAL\1178 (6).jpg,0,fe847c52055605e0dacb014204adecd0
data\train\REAL\1801 (5).jpg,0,a93364637bc9d76dece9dd61d43460e1
data\train\FAKE\2973 (2).jpg,1,5f35119fb37968f4f4280231d6718d70
data\train\REAL\2418 (4).jpg,0,a8aa689b9f763038465bef42191788c8
data\train\FAKE\4616 (9).jpg,1,6d5cd5fd33e507bba600489757dd769c
data\train\FAKE\2585 (4).jpg,1,358fc8fdcbcbb1276a48f8e3de7dab03
data\train\FAKE\4776 (9).jpg,1,799cde37547314205f0090695ada39d4
data\train\REAL\1448.jpg,0,27e6c8f205720f01d02adc6829bda581
