image,true_class,attack,original_probability,attacked_probability,probability_delta,original_prediction,attacked_prediction,prediction_flipped,original_strength,attacked_strength,strength_delta
TEMP_TEST\REAL\0000 (5).jpg,REAL,contrast_low,0.00038995835348032415,0.0007790186209604144,0.00038906026748009026,0,0,0,0.9996100416465197,0.9992209813790396,-0.00038906026748009026
TEMP_TEST\REAL\0000 (5).jpg,REAL,contrast_high,0.00038995835348032415,0.00026286565116606653,-0.00012709270231425762,0,0,0,0.9996100416465197,0.9997371343488339,0.00012709270231425762
TEMP_TEST\REAL\0000 (5).jpg,REAL,brightness_low,0.00038995835348032415,0.0008992797811515629,0.0005093214276712388,0,0,0,0.9996100416465197,0.9991007202188484,-0.0005093214276712388
TEMP_TEST\REAL\0000 (5).jpg,REAL,brightness_high,0.00038995835348032415,0.000274850579444319,-0.00011510777403600514,0,0,0,0.9996100416465197,0.9997251494205557,0.00011510777403600514
TEMP_TEST\REAL\0000 (5).jpg,REAL,gaussian_noise,0.00038995835348032415,0.007772353012114763,0.007382394658634439,0,0,0,0.9996100416465197,0.9922276469878852,-0.007382394658634439
TEMP_TEST\REAL\0000 (6).jpg,REAL,jpeg_70,0.0007565428386442363,0.0005670829559676349,-0.0001894598826766014,0,0,0,0.9992434571613558,0.9994329170440324,0.0001894598826766014
TEMP_TEST\REAL\0000 (6).jpg,REAL,jpeg_50,0.0007565428386442363,0.0003139757609460503,-0.00044256707769818604,0,0,0,0.9992434571613558,0.999686024239054,0.00044256707769818604
TEMP_TEST\REAL\0000 (6).jpg,REAL,resize_16_roundtrip,0.0007565428386442363,0.3141031861305237,0.31334664329187945,0,0,0,0.9992434571613558,0.6858968138694763,-0.31334664329187945
TEMP_TEST\REAL\0000 (6).jpg,REAL,resize_8_roundtrip,0.0007565428386442363,0.6237480640411377,0.6229915212024935,0,1,1,0.9992434571613558,0.6237480640411377,-0.37549539312021807
TEMP_TEST\REAL\0000 (6).jpg,REAL,gaussian_blur,0.0007565428386442363,0.04332314804196358,0.04256660520331934,0,0,0,0.9992434571613558,0.9566768519580364,-0.04256660520331934
TEMP_TEST\REAL\0000 (6).jpg,REAL,contrast_low,0.0007565428386442363,0.0024460917338728905,0.0016895488952286541,0,0,0,0.9992434571613558,0.9975539082661271,-0.0016895488952286541
TEMP_TEST\REAL\0000 (6).jpg,REAL,contrast_high,0.0007565428386442363,0.0006710843299515545,-8.545850869268179e-05,0,0,0,0.9992434571613558,0.9993289156700484,8.545850869268179e-05
TEMP_TEST\REAL\0000 (6).jpg,REAL,brightness_low,0.0007565428386442363,0.0012720786035060883,0.0005155357648618519,0,0,0,0.9992434571613558,0.9987279213964939,-0.0005155357648618519
TEMP_TEST\REAL\0000 (6).jpg,REAL,brightness_high,0.0007565428386442363,0.0006391905480995774,-0.0001173522905446589,0,0,0,0.9992434571613558,0.9993608094519004,0.0001173522905446589
TEMP_TEST\REAL\0000 (6).jpg,REAL,gaussian_noise,0.0007565428386442363,0.0014056406216695905,0.0006490977830253541,0,0,0,0.9992434571613558,0.9985943593783304,-0.0006490977830253541
TEMP_TEST\REAL\0000 (7).jpg,REAL,jpeg_70,0.0022101830691099167,0.002848209347575903,0.0006380262784659863,0,0,0,0.9977898169308901,0.9971517906524241,-0.0006380262784659863
TEMP_TEST\REAL\0000 (7).jpg,REAL,jpeg_50,0.0022101830691099167,0.02218702621757984,0.019976843148469925,0,0,0,0.9977898169308901,0.9778129737824202,-0.019976843148469925
TEMP_TEST\REAL\0000 (7).jpg,REAL,resize_16_roundtrip,0.0022101830691099167,0.07329227030277252,0.0710820872336626,0,0,0,0.9977898169308901,0.9267077296972275,-0.0710820872336626
TEMP_TEST\REAL\0000 (7).jpg,REAL,resize_8_roundtrip,0.0022101830691099167,0.33548417687416077,0.33327399380505085,0,0,0,0.9977898169308901,0.6645158231258392,-0.33327399380505085
TEMP_TEST\REAL\0000 (7).jpg,REAL,gaussian_blur,0.0022101830691099167,0.03645734861493111,0.03424716554582119,0,0,0,0.9977898169308901,0.9635426513850689,-0.03424716554582119
TEMP_TEST\REAL\0000 (7).jpg,REAL,contrast_low,0.0022101830691099167,0.010319218039512634,0.008109034970402718,0,0,0,0.9977898169308901,0.9896807819604874,-0.008109034970402718
TEMP_TEST\REAL\0000 (7).jpg,REAL,contrast_high,0.0022101830691099167,0.0012011765502393246,-0.0010090065188705921,0,0,0,0.9977898169308901,0.9987988234497607,0.0010090065188705921
TEMP_TEST\REAL\0000 (7).jpg,REAL,brightness_low,0.0022101830691099167,0.012479929253458977,0.01026974618434906,0,0,0,0.9977898169308901,0.987520070746541,-0.01026974618434906
TEMP_TEST\REAL\0000 (7).jpg,REAL,brightness_high,0.0022101830691099167,0.00039910388295538723,-0.0018110791861545295,0,0,0,0.9977898169308901,0.9996008961170446,0.0018110791861545295
TEMP_TEST\REAL\0000 (7).jpg,REAL,gaussian_noise,0.0022101830691099167,0.0032614402007311583,0.0010512571316212416,0,0,0,0.9977898169308901,0.9967385597992688,-0.0010512571316212416
TEMP_TEST\REAL\0000 (8).jpg,REAL,jpeg_70,0.0032639149576425552,0.007977720350027084,0.004713805392384529,0,0,0,0.9967360850423574,0.9920222796499729,-0.004713805392384529
TEMP_TEST\REAL\0000 (8).jpg,REAL,jpeg_50,0.0032639149576425552,0.01870405487716198,0.015440139919519424,0,0,0,0.9967360850423574,0.981295945122838,-0.015440139919519424
TEMP_TEST\REAL\0000 (8).jpg,REAL,resize_16_roundtrip,0.0032639149576425552,0.08806278556585312,0.08479887060821056,0,0,0,0.9967360850423574,0.9119372144341469,-0.08479887060821056
TEMP_TEST\REAL\0000 (8).jpg,REAL,resize_8_roundtrip,0.0032639149576425552,0.1952957659959793,0.19203185103833675,0,0,0,0.9967360850423574,0.8047042340040207,-0.19203185103833675
TEMP_TEST\REAL\0000 (8).jpg,REAL,gaussian_blur,0.0032639149576425552,0.011109637096524239,0.007845722138881683,0,0,0,0.9967360850423574,0.9888903629034758,-0.007845722138881683
TEMP_TEST\REAL\0000 (8).jpg,REAL,contrast_low,0.0032639149576425552,0.005013530142605305,0.0017496151849627495,0,0,0,0.9967360850423574,0.9949864698573947,-0.0017496151849627495
TEMP_TEST\REAL\0000 (8).jpg,REAL,contrast_high,0.0032639149576425552,0.06923552602529526,0.0659716110676527,0,0,0,0.9967360850423574,0.9307644739747047,-0.0659716110676527
TEMP_TEST\REAL\0000 (8).jpg,REAL,brightness_low,0.0032639149576425552,0.0026084946002811193,-0.0006554203573614359,0,0,0,0.9967360850423574,0.9973915053997189,0.0006554203573614359
TEMP_TEST\REAL\0000 (8).jpg,REAL,brightness_high,0.0032639149576425552,0.10905732214450836,0.1057934071868658,0,0,0,0.9967360850423574,0.8909426778554916,-0.1057934071868658
TEMP_TEST\REAL\0000 (8).jpg,REAL,gaussian_noise,0.0032639149576425552,0.003682775655761361,0.0004188606981188059,0,0,0,0.9967360850423574,0.9963172243442386,-0.0004188606981188059
TEMP_TEST\REAL\0000 (9).jpg,REAL,jpeg_70,0.0030252221040427685,0.0010819435119628906,-0.0019432785920798779,0,0,0,0.9969747778959572,0.9989180564880371,0.0019432785920798779
TEMP_TEST\REAL\0000 (9).jpg,REAL,jpeg_50,0.0030252221040427685,0.00010460071644047275,-0.0029206213876022957,0,0,0,0.9969747778959572,0.9998953992835595,0.0029206213876022957
TEMP_TEST\REAL\0000 (9).jpg,REAL,resize_16_roundtrip,0.0030252221040427685,0.05629327893257141,0.05326805682852864,0,0,0,0.9969747778959572,0.9437067210674286,-0.05326805682852864
TEMP_TEST\REAL\0000 (9).jpg,REAL,resize_8_roundtrip,0.0030252221040427685,0.07561133056879044,0.07258610846474767,0,0,0,0.9969747778959572,0.9243886694312096,-0.07258610846474767
TEMP_TEST\REAL\0000 (9).jpg,REAL,gaussian_blur,0.0030252221040427685,0.027258776128292084,0.024233554024249315,0,0,0,0.9969747778959572,0.9727412238717079,-0.024233554024249315
TEMP_TEST\REAL\0000 (9).jpg,REAL,contrast_low,0.0030252221040427685,0.005380179733037949,0.00235495762899518,0,0,0,0.9969747778959572,0.994619820266962,-0.00235495762899518
TEMP_TEST\REAL\0000 (9).jpg,REAL,contrast_high,0.0030252221040427685,0.000447648111730814,-0.0025775739923119545,0,0,0,0.9969747778959572,0.9995523518882692,0.0025775739923119545
TEMP_TEST\REAL\0000 (9).jpg,REAL,brightness_low,0.0030252221040427685,0.03805370628833771,0.03502848418429494,0,0,0,0.9969747778959572,0.9619462937116623,-0.03502848418429494
TEMP_TEST\REAL\0000 (9).jpg,REAL,brightness_high,0.0030252221040427685,0.00037786352913826704,-0.0026473585749045014,0,0,0,0.9969747778959572,0.9996221364708617,0.0026473585749045014
TEMP_TEST\REAL\0000 (9).jpg,REAL,gaussian_noise,0.0030252221040427685,0.0005801704828627408,-0.0024450516211800277,0,0,0,0.9969747778959572,0.9994198295171373,0.0024450516211800277
TEMP_TEST\REAL\0000.jpg,REAL,jpeg_70,0.004845533985644579,0.0023952012415975332,-0.0024503327440470457,0,0,0,0.9951544660143554,0.9976047987584025,0.0024503327440470457
TEMP_TEST\REAL\0000.jpg,REAL,jpeg_50,0.004845533985644579,0.005159873049706221,0.0003143390640616417,0,0,0,0.9951544660143554,0.9948401269502938,-0.0003143390640616417
TEMP_TEST\REAL\0000.jpg,REAL,resize_16_roundtrip,0.004845533985644579,0.4962790012359619,0.49143346725031734,0,0,0,0.9951544660143554,0.5037209987640381,-0.49143346725031734
TEMP_TEST\REAL\0000.jpg,REAL,resize_8_roundtrip,0.004845533985644579,0.8110900521278381,0.8062445181421936,0,1,1,0.9951544660143554,0.8110900521278381,-0.1840644138865173
TEMP_TEST\REAL\0000.jpg,REAL,gaussian_blur,0.004845533985644579,0.13220100104808807,0.1273554670624435,0,0,0,0.9951544660143554,0.8677989989519119,-0.1273554670624435
TEMP_TEST\REAL\0000.jpg,REAL,contrast_low,0.004845533985644579,0.008162226527929306,0.003316692542284727,0,0,0,0.9951544660143554,0.9918377734720707,-0.003316692542284727
TEMP_TEST\REAL\0000.jpg,REAL,contrast_high,0.004845533985644579,0.003281298326328397,-0.0015642356593161821,0,0,0,0.9951544660143554,0.9967187016736716,0.0015642356593161821
TEMP_TEST\REAL\0000.jpg,REAL,brightness_low,0.004845533985644579,0.02290095016360283,0.01805541617795825,0,0,0,0.9951544660143554,0.9770990498363972,-0.01805541617795825
TEMP_TEST\REAL\0000.jpg,REAL,brightness_high,0.004845533985644579,0.00040992486174218357,-0.004435609123902395,0,0,0,0.9951544660143554,0.9995900751382578,0.004435609123902395
TEMP_TEST\REAL\0000.jpg,REAL,gaussian_noise,0.004845533985644579,0.0018543342594057322,-0.0029911997262388468,0,0,0,0.9951544660143554,0.9981456657405943,0.0029911997262388468
TEMP_TEST\REAL\0001 (10).jpg,REAL,jpeg_70,0.04703835770487785,0.09269010275602341,0.045651745051145554,0,0,0,0.9529616422951221,0.9073098972439766,-0.045651745051145554
TEMP_TEST\REAL\0001 (10).jpg,REAL,jpeg_50,0.04703835770487785,0.034793153405189514,-0.01224520429968834,0,0,0,0.9529616422951221,0.9652068465948105,0.01224520429968834
TEMP_TEST\REAL\0001 (10).jpg,REAL,resize_16_roundtrip,0.04703835770487785,0.08993299305438995,0.0428946353495121,0,0,0,0.9529616422951221,0.91006700694561,-0.0428946353495121
TEMP_TEST\REAL\0001 (10).jpg,REAL,resize_8_roundtrip,0.04703835770487785,0.5848870277404785,0.5378486700356007,0,1,1,0.9529616422951221,0.5848870277404785,-0.36807461455464363
TEMP_TEST\REAL\0001 (10).jpg,REAL,gaussian_blur,0.04703835770487785,0.11157194525003433,0.06453358754515648,0,0,0,0.9529616422951221,0.8884280547499657,-0.06453358754515648
TEMP_TEST\REAL\0001 (10).jpg,REAL,contrast_low,0.04703835770487785,0.01916731894016266,-0.027871038764715195,0,0,0,0.9529616422951221,0.9808326810598373,0.027871038764715195
TEMP_TEST\REAL\0001 (10).jpg,REAL,contrast_high,0.04703835770487785,0.5097910761833191,0.46275271847844124,0,0,0,0.9529616422951221,0.4902089238166809,-0.46275271847844124
TEMP_TEST\REAL\0001 (10).jpg,REAL,brightness_low,0.04703835770487785,0.0822397992014885,0.03520144149661064,0,0,0,0.9529616422951221,0.9177602007985115,-0.03520144149661064
TEMP_TEST\REAL\0001 (10).jpg,REAL,brightness_high,0.04703835770487785,0.08559239655733109,0.03855403885245323,0,0,0,0.9529616422951221,0.9144076034426689,-0.03855403885245323
TEMP_TEST\REAL\0001 (10).jpg,REAL,gaussian_noise,0.04703835770487785,0.20345212519168854,0.15641376748681068,0,0,0,0.9529616422951221,0.7965478748083115,-0.15641376748681068
TEMP_TEST\REAL\0001 (2).jpg,REAL,jpeg_70,0.0002758734335657209,0.0002642899926286191,-1.1583440937101841e-05,0,0,0,0.9997241265664343,0.9997357100073714,1.1583440937101841e-05
TEMP_TEST\REAL\0001 (2).jpg,REAL,jpeg_50,0.0002758734335657209,0.0006021133158355951,0.0003262398822698742,0,0,0,0.9997241265664343,0.9993978866841644,-0.0003262398822698742
TEMP_TEST\REAL\0001 (2).jpg,REAL,resize_16_roundtrip,0.0002758734335657209,0.029057495296001434,0.028781621862435713,0,0,0,0.9997241265664343,0.9709425047039986,-0.028781621862435713
TEMP_TEST\REAL\0001 (2).jpg,REAL,resize_8_roundtrip,0.0002758734335657209,0.12921686470508575,0.12894099127152003,0,0,0,0.9997241265664343,0.8707831352949142,-0.12894099127152003
TEMP_TEST\REAL\0001 (2).jpg,REAL,gaussian_blur,0.0002758734335657209,0.0028854471165686846,0.0026095736830029637,0,0,0,0.9997241265664343,0.9971145528834313,-0.0026095736830029637
TEMP_TEST\REAL\0001 (2).jpg,REAL,contrast_low,0.0002758734335657209,0.0004549423756543547,0.00017906894208863378,0,0,0,0.9997241265664343,0.9995450576243456,-0.00017906894208863378
TEMP_TEST\REAL\0001 (2).jpg,REAL,contrast_high,0.0002758734335657209,0.00029070634627714753,1.4832912711426616e-05,0,0,0,0.9997241265664343,0.9997092936537229,-1.4832912711426616e-05
TEMP_TEST\REAL\0001 (2).jpg,REAL,brightness_low,0.0002758734335657209,0.0008524484583176672,0.0005765750247519463,0,0,0,0.9997241265664343,0.9991475515416823,-0.0005765750247519463
TEMP_TEST\REAL\0001 (2).jpg,REAL,brightness_high,0.0002758734335657209,0.00012608720862772316,-0.00014978622493799776,0,0,0,0.9997241265664343,0.9998739127913723,0.00014978622493799776
TEMP_TEST\REAL\0001 (2).jpg,REAL,gaussian_noise,0.0002758734335657209,0.00016922314534895122,-0.0001066502882167697,0,0,0,0.9997241265664343,0.999830776854651,0.0001066502882167697
TEMP_TEST\REAL\0001 (3).jpg,REAL,jpeg_70,0.335734486579895,0.5297958254814148,0.19406133890151978,0,0,0,0.664265513420105,0.4702041745185852,-0.19406133890151978
TEMP_TEST\REAL\0001 (3).jpg,REAL,jpeg_50,0.335734486579895,0.8613564372062683,0.5256219506263733,0,1,1,0.664265513420105,0.8613564372062683,0.19709092378616333
TEMP_TEST\REAL\0001 (3).jpg,REAL,resize_16_roundtrip,0.335734486579895,0.08656979352235794,-0.24916469305753708,0,0,0,0.664265513420105,0.9134302064776421,0.24916469305753708
TEMP_TEST\REAL\0001 (3).jpg,REAL,resize_8_roundtrip,0.335734486579895,0.10494042932987213,-0.2307940572500229,0,0,0,0.664265513420105,0.8950595706701279,0.2307940572500229
TEMP_TEST\REAL\0001 (3).jpg,REAL,gaussian_blur,0.335734486579895,0.08627869188785553,-0.2494557946920395,0,0,0,0.664265513420105,0.9137213081121445,0.2494557946920395
TEMP_TEST\REAL\0001 (3).jpg,REAL,contrast_low,0.335734486579895,0.08785085380077362,-0.2478836327791214,0,0,0,0.664265513420105,0.9121491461992264,0.2478836327791214
TEMP_TEST\REAL\0001 (3).jpg,REAL,contrast_high,0.335734486579895,0.8260294198989868,0.4902949333190918,0,1,1,0.664265513420105,0.8260294198989868,0.16176390647888184
TEMP_TEST\REAL\0001 (3).jpg,REAL,brightness_low,0.335734486579895,0.11600469797849655,-0.21972978860139847,0,0,0,0.664265513420105,0.8839953020215034,0.21972978860139847
TEMP_TEST\REAL\0001 (3).jpg,REAL,brightness_high,0.335734486579895,0.5230640172958374,0.18732953071594238,0,0,0,0.664265513420105,0.4769359827041626,-0.18732953071594238
TEMP_TEST\REAL\0001 (3).jpg,REAL,gaussian_noise,0.335734486579895,0.1331104338169098,-0.20262405276298523,0,0,0,0.664265513420105,0.8668895661830902,0.20262405276298523
TEMP_TEST\REAL\0001 (4).jpg,REAL,jpeg_70,0.0012376527301967144,0.0007978760404512286,-0.0004397766897454858,0,0,0,0.9987623472698033,0.9992021239595488,0.0004397766897454858
TEMP_TEST\REAL\0001 (4).jpg,REAL,jpeg_50,0.0012376527301967144,0.004334964323788881,0.003097311593592167,0,0,0,0.9987623472698033,0.9956650356762111,-0.003097311593592167
TEMP_TEST\REAL\0001 (4).jpg,REAL,resize_16_roundtrip,0.0012376527301967144,0.11058246344327927,0.10934481071308255,0,0,0,0.9987623472698033,0.8894175365567207,-0.10934481071308255
TEMP_TEST\REAL\0001 (4).jpg,REAL,resize_8_roundtrip,0.0012376527301967144,0.6367342472076416,0.6354965944774449,0,1,1,0.9987623472698033,0.6367342472076416,-0.3620281000621617
TEMP_TEST\REAL\0001 (4).jpg,REAL,gaussian_blur,0.0012376527301967144,0.03534221649169922,0.034104563761502504,0,0,0,0.9987623472698033,0.9646577835083008,-0.034104563761502504
TEMP_TEST\REAL\0001 (4).jpg,REAL,contrast_low,0.0012376527301967144,0.002029340947046876,0.0007916882168501616,0,0,0,0.9987623472698033,0.9979706590529531,-0.0007916882168501616
TEMP_TEST\REAL\0001 (4).jpg,REAL,contrast_high,0.0012376527301967144,0.001571921049617231,0.0003342683194205165,0,0,0,0.9987623472698033,0.9984280789503828,-0.0003342683194205165
TEMP_TEST\REAL\0001 (4).jpg,REAL,brightness_low,0.0012376527301967144,0.01529952883720398,0.014061876107007265,0,0,0,0.9987623472698033,0.984700471162796,-0.014061876107007265
TEMP_TEST\REAL\0001 (4).jpg,REAL,brightness_high,0.0012376527301967144,0.00028830557130277157,-0.0009493471588939428,0,0,0,0.9987623472698033,0.9997116944286972,0.0009493471588939428
TEMP_TEST\REAL\0001 (4).jpg,REAL,gaussian_noise,0.0012376527301967144,0.004513041581958532,0.003275388851761818,0,0,0,0.9987623472698033,0.9954869584180415,-0.003275388851761818
TEMP_TEST\REAL\0001 (5).jpg,REAL,jpeg_70,0.22840186953544617,0.15673157572746277,-0.0716702938079834,0,0,0,0.7715981304645538,0.8432684242725372,0.0716702938079834
TEMP_TEST\REAL\0001 (5).jpg,REAL,jpeg_50,0.22840186953544617,0.4713417589664459,0.24293988943099976,0,0,0,0.7715981304645538,0.5286582410335541,-0.24293988943099976
